relative_day,2017-10-16,2019-02-28,2019-12-08,2020-01-02,2020-10-14,2020-12-01,2021-04-15,2021-08-05,2021-10-27,2021-12-09,2022-06-30,2022-09-06,2022-09-15,2023-04-12,2024-03-13
11,-0.0027418506975068315,-0.0037236122383067,0.025505182773204658,0.004603832597800591,-0.0017278447525999885,0.01191012158547461,0.05900350313622853,0.023505187535437,0.022351742917935673,-0.027668460235281668,-0.010693374065734236,-0.020342893429025462,-0.015235063987663305,0.004903478553139733,-0.004470508355112887
12,-0.013265775073277716,-0.006463647717863773,-0.0015960405964019026,0.04865760043928366,-0.01685704447139295,0.032918700245840433,0.03162060233622596,-0.008910235692136583,0.019230836617770013,0.021364571420835962,-0.04912665098959483,0.006062787734822037,0.03428910362817527,-0.005751838009254976,0.025026035964224962
13,0.02451014215057603,-0.003645984437992453,-0.0005402798025842528,0.07074289964300169,-0.0226248304842735,0.008449174495546526,0.03796779007143824,-0.043525101309595166,0.015518761870576868,0.0017041287114086122,-0.020797951604526074,-0.07479717512790529,-0.04832302581645363,-0.016104980771225443,0.015772039929362533
14,0.01244055648891959,-0.0018701571799519675,-0.006409663149015166,-0.008226813307009233,0.0027108356001616374,0.005857854824556629,0.024620523133418754,-0.008756710177636774,-0.0003926452735771458,-0.022615883886827177,0.04368413245656955,0.02914646310160591,0.00814883314501828,0.0337023390927311,-0.017274676420572385
15,-0.004498977422186171,0.011288061482572961,0.023200081920600052,0.038856453635677524,-0.01732655596979768,-0.009917606021700907,-0.011581928544475272,0.039075120196789284,-0.009537499036251819,0.02386100924038584,0.07692382931058403,-0.007382494151180717,0.0019053636988942413,-0.009549263001117494,-0.008999723329115571
16,-0.03303626910797672,0.03098547410409752,-0.023086282303713693,0.026247282448304467,-0.01570334422719481,0.05748854888648459,0.03500075219229604,0.012708016999665202,-0.0002760974930220072,-0.011180588635614417,0.015752730988843604,-0.060477333304497796,-0.010509012831301637,0.007228118080938949,-0.008934466729800816
17,-0.05389570500272403,-0.008625604303056896,-0.01877003470921096,-0.001557634864362143,0.004789578459313128,-0.010268610076435147,0.025068127967750202,-0.016884321775159944,-0.0063899190247263885,-0.006491880011967765,0.08241092676699258,0.018871236818332627,-0.013165308364412352,0.0007845624609124213,-0.008949558329681579
18,0.034143246524301375,-0.003403001619461374,0.0005921550332116548,-0.019765563961144806,0.006482337312554782,0.006698579284506246,0.06410542912822711,0.02556998567574318,-0.008926345675722782,0.001188827671617037,0.03795646421825949,0.017884716707543415,-0.015605919252876447,0.0021390810852389896,0.017271117265222225
19,0.013778362988189368,-0.004630297379489891,-0.009607956814296832,0.013356450808042307,0.012861842477034573,-0.0009439946038170017,0.0743422095006833,0.0009651869957320418,0.020324201812748025,-0.02826531369029106,0.05151712471990372,-0.008410660101508143,0.009513576520368668,-0.01995681201557593,-0.021004119898054594
20,-0.0015390534023859504,-0.0032084074446974754,0.008471560259012103,0.010456645037745509,-0.0367092450489994,-0.02011398814187858,-0.019426964628484384,-0.03287944070551973,-0.05953359732558405,-0.021993073593397222,0.014343608517176129,-0.012624043299796753,0.0015538601685042485,-0.0035679277861749162,-0.05174250778141717
21,0.00033530034195949476,0.00743145127489125,0.01832069219902495,-0.01686562830703696,0.018545917358908932,-0.027653373824600494,0.037259449178000725,-0.0015822195235036043,-0.025404063956944348,-0.029356456724211874,-0.024121962319814075,0.03666894813189135,0.012843131406254267,0.008977577966627952,-0.008458226867791211
