,2017-10-16,2019-02-28,2019-12-08,2020-01-02,2020-10-14,2020-12-01,2021-04-15,2021-08-05,2021-10-27,2021-12-09,2022-06-30,2022-09-06,2022-09-15,2023-04-12,2024-03-13
0,-0.05287867078843594,-0.0018937612600428318,-0.008021449548616439,0.03131003626220634,0.004698009692313385,-0.00027026782181076726,0.04005201178330345,0.04795662628424908,-0.047876100512213686,0.013526642550793113,-0.038324890488572176,-0.002363618550671797,-0.005081795568878843,-0.001099487413200957,-0.003058887130517482
1,-0.030449749224656392,0.009563324569392358,0.005361890312800325,0.013062506674170207,0.005357602482128061,-0.015095522567544983,-0.007412134930616617,-0.0011084103387835418,-0.03141841874455636,0.026204363054144017,0.007434870788709936,-0.020397944481015444,-0.012000178513278685,0.0012219625605553602,0.006301445920187797
2,0.012514760420755656,-0.014935696971927185,-0.004105826528585146,0.03070221901554956,0.002832718766933886,-0.01717327449115039,-0.02455003918297336,0.0148080328072164,-0.03482101368861383,-0.007785848114169247,-0.03555072124069859,-0.03235454951467525,0.06786374297292169,0.0013986206578253694,0.008845587269799697
3,0.02625134728006316,-0.0001541216351772746,0.0017880119952022148,0.0026808791925753564,0.05210958444706789,0.0021937210836966564,-0.0019902336140233956,-0.034394581266824424,0.04886455293219374,-0.008077747082449648,-0.04532509268204433,0.02072220104239593,-0.01283639417861724,0.0014962947889214165,0.008706118196127755
4,-0.05626378669459607,0.0036381559841135135,0.01083514836976179,0.006899345482450828,-0.004554556928621437,-0.014333581929697903,0.011262677167018887,0.043298651889639564,-0.030687294043784726,-0.017809701031674747,-0.003501634492515222,-0.013465424248662166,0.03840253956029283,-0.07152120490696033,0.006081248984946431
5,-0.1033881743447417,-0.008366996072908304,0.011929464711174537,-0.017061759574867844,0.014876083216891097,-0.013541081672074325,0.03300334307267541,0.04058250075544125,-0.01661782093165822,0.016722908815556686,0.010749081438450128,0.01145709782116609,-0.0044229558776277605,0.02055371107291233,0.0011448438796738594
6,-0.06950887910303231,-0.047339995988611286,-0.004921957909922034,0.009344084931770405,0.011824800764192579,0.008251235378378914,-0.03063988546840398,-0.006593851190336564,0.010733616591162305,0.012370866632544924,0.030297253317868842,0.031247434469767427,-0.02761422972799879,0.003535942714855668,0.0016489813453155313
7,0.08031697229589622,-0.008008293346812714,-0.0013148087790585232,0.004470824352439841,-0.023178899632929656,0.008683351268597874,-0.014502713969557893,0.013087034243311178,0.04908728702055841,0.011162282940817465,0.03722776715277226,-0.01991748860121312,-0.019005913906212153,0.06209127951966629,-0.006016271696964217
8,-0.036242785546745704,0.0011205445530823553,-0.010556382449604013,-0.0033883482859072807,0.004563013021932823,0.01360711883430931,-0.008856602423905293,0.031167295162154354,-0.047306242987651605,-0.003825343828818526,-0.005125000522993008,0.01986892724757236,-0.0007484539636582891,0.04214560723378676,0.03939480119222843
9,0.13336644419124194,0.016494788361367883,0.0074659660063884775,0.0013967849669343365,-0.025211811223647386,-0.03249593317856345,0.01851166682129416,-0.05694627521077715,-0.008339183447986518,-0.01480947421815889,-0.04604485222408525,-0.0029561717906217855,-0.009524188760860218,-0.004058996669452593,0.00747120504001713
10,-0.0013449478137046505,-0.017343774973423168,0.007548842524760595,0.015280150705147232,0.041925036994752266,0.021511603432870743,-0.004915912337605737,-0.03748576493052062,0.02233262296536315,-0.004627591208277918,-0.0029433986331529032,-0.009121512260953936,-0.020794866745150284,-0.02262431646446597,0.027660896138034692
11,0.007146808875476231,0.002264495197772667,-0.010340486469159391,0.0042920010284519,0.01154366962490178,0.011779324154628852,0.017695980204572064,0.002284192433677723,0.031116144470743956,-0.011412296523083142,-0.009257627866975896,0.07033968737091377,-0.07437768457753004,0.014229349584003598,-0.0016349714163104616
12,-0.03621178636687794,0.015833175691613174,0.004711678703314389,0.009640655212096765,-0.008629854269399191,0.06926562794231257,-0.023444684368686478,-0.0019610749952246134,0.055564021202310535,-0.013935431367015017,0.01670741595942257,-0.010158616845793413,-0.023932527571642645,0.05082469545472662,-0.015201973859281128
13,-0.05932239176367125,-0.010113422189684916,-0.0017979049616714702,0.00755896144884403,-0.007070031676273946,0.05659485170571115,0.0016921894124210992,0.0032129069926807863,0.020078856657708925,0.01624174024087116,0.027322365843579718,0.04087117224027441,-0.016206279793283766,-0.016634432887820346,0.002716876173258517
14,0.048640387659813815,-0.001986578026089379,-0.012724135274628127,-0.007812495203390873,-0.02620134451452515,-0.03275677128151522,-0.04140668323984581,-0.04046276981615771,-0.015510583633760138,-0.06198942617448113,-0.046504942793538034,-0.0020978071047419184,0.016467439009374064,-0.005290111812897583,0.03124020405464495
15,0.029539277850754133,-0.01754449110123088,-0.008604177972263958,-0.007785140837963393,-0.04224177048537554,0.01697077611094628,0.0047248943922272545,-0.02515750870890529,0.0091330242306446,-0.030228588543901726,0.027139243088611816,-0.02527736606471571,0.014000141406761084,-0.0051615309643118674,0.0013417582772515934
16,0.020853543907459658,0.013364104648499957,0.009654649643794883,-0.008898366250554865,0.0027597387878421885,0.0015074730972463686,-0.04835206775956442,0.010705547049150941,0.010297601016479953,0.011491846510050821,0.0012145507751801432,-0.016687519519689515,0.01589626948905461,0.018572040783719088,-0.0018017463424281547
17,-0.006757691694850353,-0.001870819040830897,0.0070978453008155055,0.012829883342526265,-0.033199910570167766,0.02589859214584166,0.008382025917811876,-0.00886987879395921,0.025077525019380147,-0.022451777492096845,-0.009272868375835658,0.0014327685401522199,-0.005587699501760822,-0.01870722639689904,0.0073898074989175505
18,0.016508166871607187,0.07600148612622595,-0.0290545308529641,0.002964307396242192,0.03586827186073253,-0.013990711041525489,0.03070250275337413,-0.014649884268390886,0.010411194395321323,0.02453432204622473,-0.0657956796116942,-0.007152313968871622,-0.09010484397354036,0.018304835225399184,-0.00861277011542952
19,0.026102941933736797,-0.007207581060120443,-0.0032770396469673255,-0.003174281150101867,0.012833527404259089,0.013684338121939116,0.002927662646221783,0.026560006315124098,-0.007565384659119181,0.010091804823204459,-0.05186278054094856,-0.01948554291288298,0.002738143260663961,-0.020013153251009004,-0.002866053382762008
20,-0.04422869481315207,0.03332825146474807,-0.01608020780088283,-0.002089388182018998,0.005599068279521495,0.0036060219532982035,0.020373730822547228,-0.029335842181132395,-0.006220926873455756,-0.027228938674065443,-0.0764513834375331,-0.07196270485261876,-0.02647413021340123,0.0051816326691013145,0.017681503117215572
21,0.026205993857678068,-0.006102849546737759,-0.07843762733160047,-0.06248864509492331,0.021531849513726876,-0.011689360353226815,0.03263466117976363,-0.03373036090913654,-0.010297110922572765,-0.006548625242723977,-0.05909150508823472,-0.021230557233351734,0.04942680104119282,-0.0004323187010987096,0.0072614669540540765
22,-0.003256056281309698,0.02162846202111117,-0.02478920066091368,-0.04990278395752657,-0.020613819122750298,-0.014057090618698758,0.00979296489952698,0.03742074539306964,-0.010882637814914829,0.01432871719267275,-0.0565068673991414,-0.013894562460168307,0.007914607038263154,-0.009210190442344505,0.025333158166876514
23,-0.0008879200333900821,0.0010005790053152913,0.009028399439151501,0.02958638483321502,0.005504631233444182,0.012729406158117271,0.0441764079246613,0.05118581021712205,-0.003304442744129157,0.012795526873426454,0.05599432115917004,0.019049258447487498,-0.021532936689725293,0.02661578315537064,-0.0016483843255482022
24,-0.018324984927810865,-0.004091666264355966,-0.05673742860760517,0.006843998554978053,0.019677644274221515,0.01677589911434653,0.03712127774161868,0.01535831452846563,0.0560881304594574,-0.010195258050362668,-0.054651182620638956,0.016355703292307185,0.021361418634589045,0.001275500656968943,0.034983096401869675
25,-0.0029814050956732847,0.004874711822978395,0.022259566953523886,0.005223265242707116,-0.03764285908913097,-0.00419593193671864,0.041544189215660755,0.03679164013448573,0.014346185845055124,-0.03305467160883623,-0.04002026923351146,0.018477770804731432,-0.024211019620436154,0.004618931259188692,-0.017685578721573305
26,-0.003737774148351689,0.014132153555607175,-0.0015925741565982685,0.008676889005788072,0.008610773491690416,0.030144421469247604,-0.02727267473629219,-0.004185835819601459,0.02011036488266558,-0.026163728007597975,-0.014301887119058193,-0.004005529868769543,-0.008174308579985343,0.008368751109919494,0.0008799503199027926
27,0.022094735127901523,0.07365711251317021,0.024821966272376626,0.02679959860223375,-0.0033178396271063794,0.040183498768368076,0.0037565557733083297,0.059792782063854216,-0.007588425005677223,0.05429192376199571,0.07283493279174404,-0.08774108291921186,0.00782527036009825,-0.0027660584716796737,-0.004384708968001762
28,0.023640532931448938,0.03805581276467962,-0.011077607993132834,-0.01774704716007989,0.007767315168672633,0.05242854706216778,0.019285419931193728,-0.050022710838448226,-0.011019140521854006,0.03598545678357799,0.035454579239697075,0.00491802374491601,0.04948849225847708,-0.005277747731153536,0.004876078882352405
29,0.007940552592453137,-0.027245587395974265,0.0036598044594187557,-0.013046251372886088,0.0035145898154702645,0.06105785456189832,-0.025983618919423024,0.02076257404607343,-0.004911067669638938,0.029300296588505373,-0.032161082965416074,-0.023582154402637858,-0.07467471748300011,0.020143483109473878,0.04468291986938446
30,-0.033482245359867935,0.01488995974746827,-0.02085842761678497,0.00813944563179837,-0.030822169262496892,0.02170587242971837,-0.013679426993663847,0.0016108403414280903,0.02689729883759116,-0.03428535337874513,-0.009028091869894768,0.051638834213345614,0.04687331406619245,0.033346943648953555,0.01365823189468715
