date,price
2020-03-06,1554.133906188141
2020-03-07,1510.226483391573
2020-03-08,1342.7103780872687
2020-03-09,1326.3734476196803
2020-03-10,1327.677656570844
2020-03-11,1322.148571177848
2020-03-12,830.5241401804258
2020-03-13,921.1358991191436
2020-03-14,865.2457673713005
2020-03-15,897.1494525760443
2020-03-16,830.5255309797648
2020-03-17,886.0637988849467
2020-03-18,885.2706292883342
2020-03-19,1020.3115228894084
2020-03-20,1013.7887565756718
2020-03-21,1012.4842807679356
2020-03-22,961.094074472215
2020-03-23,1055.0091898010949
2020-03-24,1097.6924226247431
2020-03-25,1088.150863791632
2020-03-26,1105.0256415836636
2020-03-27,1050.4830175625732
2020-03-28,1028.2565279234843
2020-03-29,977.3880261395756
2020-03-30,1050.3705749398357
2020-03-31,1056.152118560522
2020-04-01,1080.060383520582
2020-04-02,1114.5927181029506
2020-04-03,1107.0823590778464
2020-04-04,1126.4543050490192
2020-04-05,1114.5565009905113
2020-04-06,1214.4924254380446
2020-04-07,1195.78413006669
2020-04-08,1231.3650142592753
2020-04-09,1220.4000041173238
2020-04-10,1142.1224757304656
2020-04-11,1145.122270328384
2020-04-12,1153.675114613202
2020-04-13,1141.3101408244606
2020-04-14,1143.3260265350873
2020-04-15,1104.631367927088
2020-04-16,1183.3333214930994
2020-04-17,1178.7571746107733
2020-04-18,1223.8059318870366
2020-04-19,1198.0617472707463
2020-04-20,1149.807254001514
2020-04-21,1147.8329185324624
2020-04-22,1196.6006992543146
2020-04-23,1234.2581202524975
2020-04-24,1253.6524348510263
2020-04-25,1265.064553277812
2020-04-26,1288.254982965957
2020-04-27,1298.9294422925357
2020-04-28,1303.1111992871374
2020-04-29,1452.12859281328
2020-04-30,1422.4566065688105
2020-05-01,1457.2032208397789
2020-05-02,1480.1957680822534
2020-05-03,1461.8452227471068
2020-05-04,1451.0604655431846
2020-05-05,1470.9956638222466
2020-05-06,1486.174685554765
2020-05-07,1601.155662200395
2020-05-08,1583.6293867121074
2020-05-09,1549.5105595006517
2020-05-10,1412.3712371492063
2020-05-11,1389.7681633684822
2020-05-12,1417.2408658793838
2020-05-13,1492.2354486801216
2020-05-14,1557.7536653079069
2020-05-15,1488.8743329180518
