relative_day,2017-10-16,2019-02-28,2019-12-08,2020-01-02,2020-10-14,2020-12-01,2021-04-15,2021-08-05,2021-10-27,2021-12-09,2022-06-30,2022-09-06,2022-09-15,2023-04-12,2024-03-13
-3,0.0076834286693161,0.0242457886055715,0.0206301068916454,-0.0202294514362719,0.0081680469221181,0.0413940046784579,0.0087625118696852,0.0007923629972257,-0.009827827753492,0.027947470297315,-0.0120338024162016,-0.0054239513185336,0.0073391420648736,0.010421542141227,0.0053238436756277
-2,0.0024722583616432,-0.0096635413213466,0.0141939450461006,-0.0083543771452729,0.0175468120146335,0.0248069509466581,0.0619974234011806,-0.025352583461661,0.0313283145996905,-0.0015513432250742,-0.0328957670758303,0.0107096001717987,-0.0905044750062469,0.0371977186635756,0.0439809992642885
-1,-0.0001209072117358,0.0001854401422756,-0.0010545734045734,0.0010181638981965,-0.0097274323960547,0.0777294907149421,0.0040712070137072,0.0461073267269256,-0.0315835296180164,0.0112094716398161,-0.016221307094721,0.0008866044438207,0.0143525988099391,0.0103053599882816,-0.0132950713701198
0,-0.0231616225415098,0.0001470178812565,0.0045636096580441,-0.0327178129089791,-0.0012038472686963,-0.0439520732391898,0.008749165430963,0.025822147983284,-0.0465674115281817,-0.0550033691051936,-0.0465691275523614,-0.0427523049299907,-0.0474358627338098,-0.0040968631503073,0.0259644172047046
1,-0.0120354419974759,0.0023451542041028,-0.0209889769592939,0.0519286831391898,0.002538835840502,0.020302422984141,-0.0285283908054303,0.0356102759042329,0.0538332164620491,-0.0314711004421859,0.0132231169985974,0.0320969899259591,-0.0050870547177375,0.0244769772323998,-0.1124365120970143
2,0.0055702030011417,-0.0033301217207597,-0.0149641494724201,0.0057746103732405,-0.0176899033618971,0.0124942731673574,-0.0218203047705785,0.0584384766982779,0.028780405512423,0.0374356661643702,-0.0061478940868653,0.001914373632978,0.0235992194622216,0.0150168726134456,-0.0510600514348045
3,0.0243647024424529,-0.0046126272890063,-0.0069589854393843,0.0006878015866096,0.0020756955642999,-0.0480290838482826,-0.0657314010610132,-0.0296276163898596,-0.0154036967360653,0.0145572593338823,0.0038199761411199,0.0765279000145167,-0.0550384355193909,-0.0016254660230536,-0.0053637455497081
4,0.0080339072564346,-0.0304695172336071,0.0019745368652834,0.0583732565935548,0.013274191273731,0.0257938459087974,-0.017370709232777,0.0414095979805004,-0.0012878564928442,-0.0781545361556563,0.0520735847082498,0.0219492648812451,0.0160071314990428,0.0038440239954162,-0.0179953252121052
5,-0.0087386649178897,0.0511908479212497,0.0052841273765986,0.0380939501136499,0.0170723581663239,0.0122890024030422,0.0313528358702086,0.0066482008433705,0.0026313207944923,0.0308203560365765,-0.0078827026384544,-0.0048244962716346,-0.0311182310097457,-0.0257304940515421,0.0109953995694862
6,-0.0123251982106653,0.0040989664675592,-0.0230122219658728,-0.0139853967240188,0.0017235914366224,-0.0081491504762762,-0.0317406916102704,0.0158085160644105,0.0346384129086061,0.0229206165500546,0.026694692762657,0.0073391420648736,-0.0278336909444583,0.0246995686203614,-0.0489635776669707
7,-0.0384959767398802,0.0004172072465493,0.0055753710974686,-0.0266355990514091,0.0674793665279365,-0.0517507474484855,-0.0339516768336274,-0.0276202450008078,0.0104549045244954,-0.021506559493476,0.0475515324581312,-0.0905044750062469,0.0546662380966189,-0.0608635937080457,-0.0099211952838125
8,0.018764498007151,-0.0086205841088018,-0.0383932125803561,0.0437223942334306,0.0237692558645079,0.0165315362520779,-0.015593762995758,0.0775994823951098,-0.0203632743300108,-0.0234623207949837,0.0038714106101664,0.0143525988099391,0.0030251160188878,-0.0145414195168402,0.0429084714590892
9,0.0190653229580028,0.0226854607932374,-0.0525114612049995,-0.0094762207491836,-0.0037858427102568,-0.0165289560028902,-0.0346777387640226,0.0012815673826978,-0.0017572447238816,0.0174487321449259,-0.0110177181062685,-0.0474358627338098,-0.0173712553851643,-0.0363561554226965,-0.032166226269739
10,-0.0076503980512523,-0.0055672141165503,0.0868528219167767,0.020231926653464,0.0134564816994755,-0.0176344597313757,-0.0105385507713862,0.0033573494521927,0.0103679713874687,-0.0055865166421167,-0.0371731063356666,-0.0050870547177375,-0.0110715809628239,0.0213586840754302,-0.0004646624311099
11,0.0003758580835482,-0.0176659101632719,-0.0161722844102181,-0.0057675210511991,-0.0078411967141072,0.033834774020347,0.10135736791627,-0.0253270380777905,0.022409240896744,0.0057164722784293,-0.0483112516665045,0.0235992194622216,0.018263507977533,-0.0107619249973769,0.0098509294703017
12,0.0526225523827328,0.0051916390416986,0.0067299553748272,0.1136449204903584,-0.0043313944999985,0.0222136337167899,0.028882844852422,-0.0430519856045972,0.0561698429032233,0.0334277258106343,-0.0338399934036885,-0.0550384355193909,-0.004595910648371,-0.0046338016441787,0.0466350626317186
13,-3.988616582706328e-05,-0.0039882423180976,-0.0073329032537436,-0.0071746698805235,0.0382792454666356,0.0025150272329579,0.0033792470413622,0.0165168411964753,-0.0124816896595092,-0.0047063033582137,0.0453471299984453,0.0160071314990428,0.0138149675201084,0.0246461457255353,0.0295734436371617
14,0.0256362830184597,0.0023441520889182,0.041652121849049,-0.0104503980606445,-0.0306439308537989,0.0047559337727012,-0.0080109201556641,0.0240922325300267,-0.037813890596908,0.0392193981332837,0.0332167493573791,-0.0311182310097457,0.0053787401973135,-0.0021256903823569,-0.0078345590499608
15,0.0377709573306033,0.0185484999533498,-0.0187031599179023,0.0272887186736054,0.0098887894724146,0.092986713872067,0.0615166807061644,0.0622708404788365,0.0126233414242484,-0.006737209226781,0.0144153097574815,-0.0278336909444583,-0.0041322312296312,0.0310638179974063,0.0082609134421858
16,0.0422705204310807,0.0244340171620516,-0.0095623160322508,-0.0040399682441671,0.0002961550559792,0.0543485450942586,0.0130179295814976,-0.0069861951943721,-0.0126183958063403,0.0046901574583984,0.0405517764876393,0.0546662380966189,-0.0097746696095502,-0.005105976339939,-0.0046142753873184
17,0.0342605045376789,-0.0091537706527491,-0.0075418195710836,-0.0246867584350045,0.0153009013746299,0.0141191426504807,-0.0168340744669368,0.0083671054264211,0.0057787939023281,0.0015036238167276,-0.0128329565412439,0.0030251160188878,-0.0142065549600136,-0.0015757548733024,-0.001214069065389
18,0.0080555123991352,0.0003065045316814,0.0020392681582057,-0.0020043504034035,0.0007436365569537,0.0278084523113921,0.0467983030314638,0.0199844941318474,0.0054143017170993,-0.0001959034353191,0.0899662028791414,-0.0173712553851643,0.0256619430497853,0.0022513077268673,0.0065385314037538
19,0.0016558746757535,0.0057582619316729,0.006777074410607,0.0112903800553159,-0.0160664820507028,-0.0172161564761736,-0.0621026736948131,-0.0408068589004351,-0.0199958813025578,-0.0630250671560723,0.0269327572005995,-0.0110715809628239,0.0350172725329169,-0.0371016546148972,-0.0100605188089399
20,-0.0295484821974021,0.0070646338185467,0.0121256471951891,-0.0065616454681816,0.0239806310836483,-0.035322023459603,0.0807660170440254,0.0192425156067006,-0.0646019241743509,-0.0400550087420192,-0.0062273370310403,0.018263507977533,-0.008275965074592,0.0163463763487303,-0.0490584004743137
21,0.0067997816362836,-0.018641816449743,0.015093655819423,-0.035914104466145,0.0095736818955209,0.0330337595908876,-0.0073967634571445,-0.0384518728487197,0.0003532080749248,0.0204558964218826,0.005291581136813,-0.004595910648371,-0.008804353569447,0.0126163477599643,-0.0055436114931488
